Date,Open,High,Low,Close,Adj Close,Volume
2013-08-15,45.060001,45.750000,44.400002,44.790001,44.571442,347600
2013-08-16,44.630001,45.160000,44.400002,44.630001,44.412224,237700
2013-08-19,44.509998,44.700001,44.400002,44.430000,44.213196,323000
2013-08-20,44.439999,44.900002,44.259998,44.680000,44.461979,362400
2013-08-21,44.590000,45.240002,44.529999,45.060001,44.840126,391600
2013-08-22,45.189999,45.669998,45.090000,45.500000,45.277977,370900
2013-08-23,45.490002,45.689999,45.009998,45.200001,44.979443,435500
2013-08-26,45.119999,45.500000,44.980000,45.090000,44.869980,289900
2013-08-27,44.480000,44.619999,43.840000,43.950001,43.735546,401400
2013-08-28,43.959999,44.110001,43.430000,43.770000,43.556423,365400
2013-08-29,43.790001,44.320000,43.740002,43.880001,43.665882,278900
2013-08-30,44.029999,44.029999,43.310001,43.419998,43.208126,202700
2013-09-03,43.959999,44.430000,43.250000,43.709999,43.496712,388200
2013-09-04,43.730000,44.770000,43.639999,44.750000,44.531643,635200
2013-09-05,44.970001,45.000000,44.389999,44.650002,44.432129,304700
2013-09-06,44.820000,44.849998,43.869999,44.619999,44.402271,487800
2013-09-09,44.689999,45.139999,44.689999,44.950001,44.730667,171100
2013-09-10,45.240002,46.000000,45.040001,45.990002,45.765587,304900
2013-09-11,45.990002,46.480000,45.509998,46.430000,46.203442,300700
2013-09-12,46.490002,46.500000,45.779999,46.189999,45.964607,285000
2013-09-13,46.250000,46.400002,45.639999,46.130001,45.904903,216200
2013-09-16,46.610001,46.779999,43.759998,45.740002,45.516811,1952800
2013-09-17,45.560001,45.869999,44.990002,45.330002,45.108810,662900
2013-09-18,45.450001,45.540001,44.669998,45.130001,44.909782,689500
2013-09-19,45.200001,46.299999,45.200001,46.009998,45.785488,462800
2013-09-20,46.009998,46.369999,45.680000,46.119999,45.894955,597400
2013-09-23,46.070000,46.130001,45.590000,46.000000,45.775536,256500
2013-09-24,47.660000,47.660000,45.639999,46.000000,45.775536,305300
2013-09-25,45.900002,46.020000,44.919998,45.150002,44.929688,599800
2013-09-26,45.610001,45.849998,45.299999,45.669998,45.447147,309600
2013-09-27,45.549999,45.759998,45.169998,45.310001,45.088905,348600
2013-09-30,45.000000,46.020000,44.599998,45.990002,45.765587,812500
2013-10-01,45.950001,46.849998,45.950001,46.810001,46.581585,536000
2013-10-02,46.619999,47.049999,46.240002,47.049999,46.820415,603200
2013-10-03,46.849998,47.060001,46.369999,46.730000,46.501972,378200
2013-10-04,46.750000,47.320000,46.560001,47.160000,46.929878,320000
2013-10-07,46.860001,47.000000,46.529999,46.779999,46.551731,278000
2013-10-08,46.750000,47.029999,46.009998,46.180000,45.954659,520200
2013-10-09,46.139999,46.250000,45.650002,45.880001,45.656128,455800
2013-10-10,46.330002,46.750000,46.099998,46.660000,46.432316,299700
2013-10-11,46.779999,47.220001,46.779999,47.209999,46.979633,321300
2013-10-14,47.029999,47.500000,46.860001,47.320000,47.089096,256800
2013-10-15,47.330002,47.509998,46.650002,46.840000,46.611439,600300
2013-10-16,47.180000,47.639999,46.980000,47.570000,47.337875,412700
2013-10-17,47.480000,48.020000,47.009998,47.959999,47.725975,367700
2013-10-18,48.290001,48.290001,47.459999,47.810001,47.576710,473700
2013-10-21,47.820000,48.380001,47.680000,48.250000,48.014557,262400
2013-10-22,48.529999,48.669998,47.869999,47.900002,47.666267,333300
2013-10-23,47.779999,48.160000,47.330002,47.740002,47.507050,464700
2013-10-24,47.000000,47.599998,45.150002,47.509998,47.278168,903800
2013-10-25,47.680000,47.750000,47.009998,47.209999,46.979633,450400
2013-10-28,47.279999,47.529999,47.080002,47.099998,46.870171,272800
2013-10-29,47.130001,47.470001,47.040001,47.240002,47.009487,233800
2013-10-30,47.279999,47.820000,46.709999,46.990002,46.760704,680400
2013-10-31,46.700001,47.139999,45.410000,46.900002,46.671150,548800
2013-11-01,46.950001,47.470001,46.830002,46.910000,46.681095,340100
2013-11-04,46.970001,47.779999,46.930000,47.779999,47.546852,409200
2013-11-05,47.599998,47.950001,47.500000,47.680000,47.447338,309900
2013-11-06,47.709999,47.950001,46.959999,47.040001,46.810463,433800
2013-11-07,47.169998,47.480000,46.430000,46.480000,46.253197,240800
2013-11-08,46.590000,47.610001,46.410000,47.580002,47.347832,377700
2013-11-11,47.770000,48.180000,47.389999,48.139999,47.905094,455900
2013-11-12,48.250000,48.480000,47.860001,48.080002,47.845387,454900
2013-11-13,47.860001,48.299999,47.610001,48.200001,47.964802,369600
2013-11-14,48.200001,48.759998,47.959999,48.689999,48.452412,268700
2013-11-15,48.700001,49.610001,48.700001,49.500000,49.258457,486400
2013-11-18,49.619999,50.139999,49.360001,49.580002,49.338074,657100
2013-11-19,49.480000,49.619999,49.029999,49.189999,48.949974,422500
2013-11-20,49.299999,49.610001,49.000000,49.430000,49.188805,322600
2013-11-21,49.349998,50.290001,49.349998,50.270000,50.024704,380900
2013-11-22,50.430000,50.730000,50.139999,50.639999,50.392891,366600
2013-11-25,50.810001,51.459999,50.580002,51.279999,51.029774,628600
2013-11-26,51.360001,51.470001,50.980000,51.279999,51.029774,340800
2013-11-27,51.450001,51.619999,51.220001,51.529999,51.278553,199100
2013-11-29,51.560001,51.910000,51.470001,51.529999,51.278553,297900
2013-12-02,51.540001,51.820000,51.250000,51.430000,51.179039,367600
2013-12-03,51.259998,51.439999,50.279999,50.759998,50.512310,637600
2013-12-04,50.660000,51.599998,50.410000,51.380001,51.129292,505600
2013-12-05,51.380001,51.889999,51.279999,51.360001,51.109390,535700
2013-12-06,51.810001,51.880001,51.200001,51.330002,51.079533,850300
2013-12-09,51.500000,51.700001,50.770000,50.950001,50.701385,677800
2013-12-10,50.270000,51.070000,49.740002,49.810001,49.566948,820400
2013-12-11,50.020000,50.040001,49.169998,49.259998,49.019623,404600
2013-12-12,49.450001,50.090000,49.369999,49.990002,49.746071,683100
2013-12-13,50.200001,50.900002,49.779999,50.869999,50.621773,795700
2013-12-16,51.880001,51.889999,51.310001,51.770000,51.517384,613100
2013-12-17,51.900002,52.299999,51.400002,52.160000,51.905487,697300
2013-12-18,52.139999,52.410000,51.470001,52.090000,51.835823,757800
2013-12-19,51.939999,52.110001,51.389999,51.740002,51.487530,610300
2013-12-20,51.939999,53.119999,51.590000,52.669998,52.412991,9007900
2013-12-23,53.090000,53.340000,52.529999,53.009998,52.751328,687100
2013-12-24,52.770000,53.070000,52.419998,52.470001,52.213966,283100
2013-12-26,52.529999,52.990002,52.529999,52.730000,52.472698,309800
2013-12-27,52.919998,52.980000,52.549999,52.900002,52.641869,266700
2013-12-30,52.889999,53.080002,52.660000,52.919998,52.661770,318900
2013-12-31,52.959999,53.200001,52.810001,53.020000,52.761284,257800
2014-01-02,52.959999,53.009998,52.040001,52.230000,51.975132,459600
2014-01-03,52.320000,52.750000,52.169998,52.540001,52.283627,340900
2014-01-06,52.930000,52.959999,52.040001,52.070000,51.815918,407500
2014-01-07,52.380001,52.900002,52.040001,52.730000,52.472698,348600
2014-01-08,52.759998,53.020000,52.310001,52.860001,52.602062,438900
2014-01-09,52.930000,53.730000,52.880001,53.689999,53.428013,585500
2014-01-10,55.209999,56.540001,54.520000,55.270000,55.000305,1287300
2014-01-13,55.299999,55.700001,54.750000,55.000000,54.731617,861000
2014-01-14,55.259998,55.450001,54.939999,55.389999,55.119720,643100
2014-01-15,55.400002,55.810001,55.340000,55.810001,55.537670,281300
2014-01-16,55.590000,55.759998,55.130001,55.590000,55.318745,411200
2014-01-17,55.029999,55.470001,54.549999,55.380001,55.109768,432000
2014-01-21,55.630001,56.139999,55.500000,56.139999,55.866055,317200
2014-01-22,56.099998,57.000000,56.000000,57.000000,56.721863,317300
2014-01-23,56.830002,56.830002,56.000000,56.360001,56.084988,473400
2014-01-24,56.040001,56.599998,54.860001,55.160000,54.890842,432100
2014-01-27,55.430000,55.430000,52.790001,52.840000,52.582165,1276700
2014-01-28,52.860001,53.520000,52.840000,53.320000,53.059818,814300
2014-01-29,52.990002,53.689999,52.750000,53.450001,53.189182,521100
2014-01-30,53.880001,54.360001,53.720001,54.299999,54.035038,331800
2014-01-31,53.740002,54.689999,53.480000,54.240002,53.975330,443800
2014-02-03,54.349998,54.580002,51.349998,52.020000,51.766159,1327800
2014-02-04,52.470001,52.880001,51.680000,52.709999,52.452797,618300
2014-02-05,52.349998,52.950001,51.860001,52.660000,52.403042,1027900
2014-02-06,52.000000,53.060001,49.759998,52.500000,52.243824,1932700
2014-02-07,52.650002,53.549999,52.070000,52.580002,52.323437,589100
2014-02-10,52.490002,52.580002,51.810001,52.380001,52.124413,517200
2014-02-11,52.330002,53.130001,52.220001,52.869999,52.612019,445800
2014-02-12,52.869999,53.250000,52.560001,53.230000,52.970257,448000
2014-02-13,52.900002,53.619999,52.689999,53.410000,53.149380,282300
2014-02-14,53.430000,53.990002,53.250000,53.959999,53.696697,277600
2014-02-18,54.029999,54.240002,53.259998,53.360001,53.099625,469600
2014-02-19,53.130001,53.680000,52.270000,52.299999,52.044796,549500
2014-02-20,52.450001,52.950001,51.889999,52.939999,52.681667,418400
2014-02-21,52.970001,53.490002,52.669998,52.959999,52.701576,417900
2014-02-24,53.110001,53.419998,52.779999,52.799999,52.542355,358900
2014-02-25,52.799999,53.040001,52.340000,52.950001,52.691624,433100
2014-02-26,53.169998,53.799999,53.160000,53.730000,53.467819,581500
2014-02-27,53.810001,53.970001,52.619999,52.799999,52.542355,598700
2014-02-28,52.779999,53.580002,52.770000,53.240002,52.980209,492900
2014-03-03,52.880001,53.330002,52.330002,52.869999,52.612019,423400
2014-03-04,53.250000,53.939999,53.209999,53.790001,53.527527,454300
2014-03-05,53.810001,55.160000,53.450001,54.900002,54.632114,642000
2014-03-06,54.959999,56.090000,54.939999,56.049999,55.776497,559300
2014-03-07,56.139999,56.549999,56.009998,56.419998,56.144688,550300
2014-03-10,56.369999,57.000000,56.009998,56.779999,56.502937,855600
2014-03-11,56.750000,56.950001,56.110001,56.240002,55.965572,438400
2014-03-12,56.080002,56.610001,55.790001,56.450001,56.174545,394800
2014-03-13,56.590000,56.869999,55.520000,55.919998,55.647129,315400
2014-03-14,55.799999,56.799999,55.389999,56.610001,56.333763,500600
2014-03-17,56.959999,57.480000,56.700001,57.020000,56.741760,807800
2014-03-18,57.240002,57.400002,56.660000,57.009998,56.731812,550500
2014-03-19,57.169998,57.330002,56.610001,56.990002,56.711918,551300
2014-03-20,56.820000,56.990002,56.310001,56.540001,56.264111,316600
2014-03-21,56.560001,57.320000,56.400002,56.689999,56.413372,842900
2014-03-24,56.889999,57.209999,55.639999,56.150002,55.876015,552800
2014-03-25,56.389999,56.830002,55.639999,55.799999,55.527714,392400
2014-03-26,55.900002,56.130001,54.650002,54.669998,54.403229,491700
2014-03-27,54.509998,54.779999,54.259998,54.439999,54.174351,487200
2014-03-28,54.459999,55.560001,54.259998,55.410000,55.139618,495100
2014-03-31,55.880001,56.820000,55.549999,56.740002,56.463135,630100
2014-04-01,56.900002,57.220001,56.320000,56.770000,56.492989,429200
2014-04-02,56.900002,57.139999,56.470001,56.770000,56.492989,530800
2014-04-03,56.849998,57.250000,56.520000,56.779999,56.502937,308500
2014-04-04,56.970001,57.410000,55.740002,56.040001,55.766544,205700
2014-04-07,56.009998,56.360001,55.139999,55.250000,54.980400,455300
2014-04-08,55.070000,55.470001,54.720001,54.770000,54.502747,612200
2014-04-09,54.959999,55.709999,54.709999,55.700001,55.428207,266000
2014-04-10,55.660000,55.959999,54.400002,54.529999,54.263912,510000
2014-04-11,54.130001,54.840000,53.680000,54.480000,54.214161,462600
2014-04-14,54.810001,55.410000,54.090000,54.500000,54.234058,510700
2014-04-15,54.560001,54.869999,53.630001,54.250000,53.985279,538200
2014-04-16,54.450001,55.180000,54.279999,55.040001,54.771427,442000
2014-04-17,55.099998,55.560001,54.770000,55.299999,55.030155,440100
2014-04-21,55.369999,55.970001,55.209999,55.840000,55.567524,567500
2014-04-22,55.950001,57.080002,55.869999,56.990002,56.711918,518000
2014-04-23,57.029999,57.099998,56.360001,56.459999,56.184494,561000
2014-04-24,56.959999,59.369999,56.950001,58.650002,58.363808,981900
2014-04-25,58.970001,59.549999,58.700001,59.270000,58.980785,645400
2014-04-28,59.650002,60.180000,58.910000,59.500000,59.209667,642600
2014-04-29,59.770000,59.939999,58.910000,59.020000,58.732006,564000
2014-04-30,59.119999,60.660000,59.009998,60.630001,60.334152,667000
2014-05-01,61.060001,61.060001,59.360001,60.310001,60.015713,651200
2014-05-02,60.660000,61.369999,60.169998,60.730000,60.433659,559700
2014-05-05,60.730000,60.730000,59.750000,59.970001,59.677372,516000
2014-05-06,59.860001,60.160000,59.480000,59.860001,59.567905,904600
2014-05-07,59.939999,60.490002,59.529999,59.990002,59.697277,815200
2014-05-08,59.910000,60.980000,59.759998,60.099998,59.806736,507700
2014-05-09,60.029999,60.090000,59.430000,59.779999,59.488297,642900
2014-05-12,60.220001,61.180000,60.049999,61.029999,60.732197,542600
2014-05-13,61.230000,61.730000,61.090000,61.610001,61.309368,385500
2014-05-14,61.450001,61.759998,61.040001,61.209999,60.911324,288600
2014-05-15,61.150002,61.200001,60.000000,61.090000,60.791908,467000
2014-05-16,61.099998,61.529999,60.860001,61.509998,61.209854,328600
2014-05-19,61.349998,62.619999,61.250000,62.400002,62.095516,543200
2014-05-20,62.360001,62.650002,61.200001,61.869999,61.568096,455500
2014-05-21,61.930000,62.330002,61.660000,62.299999,61.995995,400400
2014-05-22,62.169998,62.570000,62.000000,62.279999,61.976097,466700
2014-05-23,62.310001,62.580002,62.000000,62.540001,62.234833,323800
2014-05-27,62.799999,63.599998,62.549999,63.180000,62.871708,636800
2014-05-28,63.720001,63.910000,63.009998,63.080002,62.772194,780200
2014-05-29,63.130001,63.639999,62.799999,63.599998,63.289658,462900
2014-05-30,63.869999,64.230003,63.610001,63.959999,63.647903,492100
2014-06-02,64.050003,64.529999,63.419998,63.799999,63.488682,363400
2014-06-03,63.619999,63.689999,62.970001,63.029999,62.722435,488100
2014-06-04,62.919998,63.439999,62.860001,63.119999,62.811996,322200
2014-06-05,63.360001,64.059998,63.139999,63.990002,63.677757,242800
2014-06-06,64.089996,64.809998,63.900002,64.580002,64.264877,444900
2014-06-09,64.540001,65.349998,64.300003,64.489998,64.175308,416100
2014-06-10,64.589996,64.610001,63.660000,64.480003,64.165375,465000
2014-06-11,64.239998,64.750000,64.070000,64.660004,64.344482,323000
2014-06-12,64.419998,64.419998,63.470001,63.830002,63.518536,313200
2014-06-13,63.650002,63.950001,63.080002,63.389999,63.080681,336500
2014-06-16,63.259998,63.500000,62.680000,63.040001,62.732391,485200
2014-06-17,63.139999,63.779999,62.750000,63.009998,62.702534,471600
2014-06-18,63.259998,63.730000,62.939999,63.230000,62.921459,454300
2014-06-19,63.360001,63.360001,62.990002,63.299999,62.991119,313300
2014-06-20,63.340000,64.050003,63.340000,63.799999,63.488682,459200
2014-06-23,63.680000,63.889999,62.790001,62.860001,62.553268,461000
2014-06-24,62.669998,63.740002,62.310001,62.330002,62.025852,433800
2014-06-25,62.310001,62.759998,62.169998,62.750000,62.443806,457100
2014-06-26,62.959999,63.200001,62.330002,63.049999,62.742340,506300
2014-06-27,62.919998,63.230000,62.560001,62.759998,62.453754,1171600
2014-06-30,62.599998,63.790001,62.290001,63.680000,63.369263,583300
2014-07-01,63.650002,64.889999,63.650002,64.370003,64.055901,485400
2014-07-02,64.239998,64.989998,64.199997,64.230003,63.916584,270100
2014-07-03,64.290001,64.720001,64.080002,64.570000,64.254921,175400
2014-07-07,62.919998,63.930000,62.580002,63.410000,63.100586,516700
2014-07-08,63.320000,63.630001,62.419998,62.740002,62.433857,445900
2014-07-09,62.910000,63.090000,62.439999,62.869999,62.563217,321500
2014-07-10,62.310001,62.720001,61.790001,62.169998,61.866631,339400
2014-07-11,61.970001,62.139999,61.529999,61.650002,61.349171,467900
2014-07-14,62.000000,62.240002,61.740002,62.130001,61.826832,525500
2014-07-15,62.290001,62.639999,62.110001,62.270000,61.966148,382300
2014-07-16,62.410000,62.639999,61.639999,61.889999,61.588005,432400
2014-07-17,61.860001,62.299999,61.299999,61.380001,61.080490,560300
2014-07-18,61.419998,62.099998,61.169998,61.820000,61.518341,313500
2014-07-21,63.209999,63.209999,61.270000,61.950001,61.647709,530000
2014-07-22,62.119999,63.509998,61.939999,63.250000,62.941364,491200
2014-07-23,63.549999,63.630001,62.910000,63.189999,62.881657,327700
2014-07-24,62.610001,63.889999,62.599998,63.660000,63.349361,439400
2014-07-25,63.590000,63.669998,62.930000,63.299999,62.991119,454900
2014-07-28,63.320000,63.430000,62.200001,62.759998,62.453754,445200
2014-07-29,62.740002,62.959999,61.700001,61.709999,61.408878,412200
2014-07-30,61.849998,63.070000,61.849998,62.740002,62.433857,500000
2014-07-31,62.240002,63.740002,61.590000,63.480000,63.170238,1109100
2014-08-01,63.480000,64.099998,63.099998,63.630001,63.319508,721000
2014-08-04,63.889999,64.349998,63.349998,63.779999,63.468781,449700
2014-08-05,63.459999,64.040001,63.189999,63.470001,63.160290,357400
2014-08-06,63.070000,63.509998,62.799999,63.240002,62.931412,356300
2014-08-07,63.540001,63.820000,63.110001,63.599998,63.289658,641800
2014-08-08,63.660000,64.129997,63.389999,64.050003,63.737457,287100
2014-08-11,64.440002,65.309998,64.230003,64.580002,64.264877,286400
2014-08-12,64.580002,65.099998,64.419998,64.639999,64.324585,357000
2014-08-13,65.029999,65.239998,64.620003,64.720001,64.404198,311100
2014-08-14,64.940002,65.419998,64.639999,65.309998,64.991310,259500
2014-08-15,65.669998,65.849998,64.449997,64.970001,64.652977,320900
2014-08-18,65.610001,67.029999,65.099998,66.610001,66.284973,414600
2014-08-19,66.980003,67.379997,66.669998,67.370003,67.041267,407500
2014-08-20,67.430000,67.510002,66.709999,67.089996,66.762619,327600
2014-08-21,67.029999,67.209999,66.400002,66.500000,66.175507,352200
2014-08-22,66.540001,67.019997,65.889999,66.660004,66.334732,257700
2014-08-25,66.809998,67.570000,66.669998,67.480003,67.150726,450500
2014-08-26,67.680000,67.820000,66.570000,66.750000,66.424278,501600
2014-08-27,67.080002,67.080002,66.309998,66.660004,66.334732,235000
2014-08-28,66.440002,66.730003,66.239998,66.489998,66.165550,188700
2014-08-29,66.529999,66.989998,66.250000,66.669998,66.344673,255600
2014-09-02,67.080002,68.279999,66.800003,68.129997,67.797546,577300
2014-09-03,68.930000,69.150002,68.419998,68.879997,68.543884,455800
2014-09-04,69.199997,69.879997,68.779999,69.790001,69.449448,432000
2014-09-05,69.379997,70.000000,69.360001,69.750000,69.409645,414800
2014-09-08,71.410004,71.989998,69.279999,69.949997,69.608658,495500
2014-09-09,70.070000,70.279999,69.410004,69.610001,69.270325,449400
2014-09-10,69.570000,69.860001,69.099998,69.690002,69.349937,278700
2014-09-11,69.629997,70.349998,69.379997,70.230003,69.887314,306700
2014-09-12,70.360001,71.019997,70.260002,70.529999,70.185837,398800
2014-09-15,70.669998,70.879997,69.800003,69.870003,69.529068,312400
2014-09-16,69.459999,70.720001,69.320000,70.389999,70.046524,547200
2014-09-17,70.769997,71.669998,70.360001,71.489998,71.141167,638500
2014-09-18,71.629997,72.320000,71.160004,72.150002,71.797943,517600
2014-09-19,72.379997,72.629997,71.220001,71.529999,71.180969,853500
2014-09-22,71.589996,71.599998,70.269997,70.480003,70.136086,323600
2014-09-23,70.360001,70.889999,70.099998,70.120003,69.777840,407500
2014-09-24,70.150002,70.470001,69.550003,70.080002,69.738029,308400
2014-09-25,69.820000,69.900002,68.610001,68.949997,68.613548,467200
2014-09-26,68.970001,70.699997,68.830002,70.570000,70.225647,516200
2014-09-29,70.139999,71.279999,69.970001,71.230003,70.882431,465300
2014-09-30,71.580002,71.900002,70.500000,70.639999,70.295303,554600
2014-10-01,70.680000,70.739998,68.349998,68.449997,68.115982,759200
2014-10-02,68.440002,69.129997,68.309998,68.949997,68.613548,469600
2014-10-03,69.529999,70.330002,69.120003,69.830002,69.489258,364000
2014-10-06,70.209999,70.570000,69.139999,69.300003,68.961845,436300
2014-10-07,68.889999,69.410004,68.059998,68.080002,67.747795,410300
2014-10-08,68.000000,68.629997,66.570000,68.580002,68.245369,487700
2014-10-09,68.529999,68.779999,67.190002,67.239998,66.911896,411500
2014-10-10,67.059998,67.540001,65.040001,65.099998,64.782341,781900
2014-10-13,65.230003,65.980003,62.169998,62.560001,62.254734,1076900
2014-10-14,62.730000,64.910004,62.560001,64.019997,63.707600,1157000
2014-10-15,63.060001,65.849998,62.369999,65.129997,64.812187,883200
2014-10-16,63.970001,66.510002,63.740002,66.309998,65.986435,674200
2014-10-17,68.570000,69.000000,67.300003,67.919998,67.588585,569500
2014-10-20,67.449997,68.349998,67.379997,68.150002,67.817459,456700
2014-10-21,68.910004,70.820000,68.739998,70.650002,70.305260,603000
2014-10-22,71.019997,71.019997,69.099998,69.150002,68.812569,361500
2014-10-23,70.269997,71.059998,69.669998,70.150002,69.807701,450300
2014-10-24,70.489998,71.180000,69.720001,70.260002,69.917168,345000
2014-10-27,70.209999,71.019997,69.849998,70.910004,70.563995,316100
2014-10-28,71.500000,71.989998,71.059998,71.519997,71.171013,476000
2014-10-29,71.660004,72.110001,70.930000,71.110001,70.763016,664800
2014-10-30,71.610001,74.169998,69.720001,72.360001,72.006912,966800
2014-10-31,73.889999,74.239998,72.550003,72.870003,72.514420,619800
2014-11-03,72.830002,73.940002,72.510002,73.580002,73.220947,596000
2014-11-04,73.470001,75.510002,73.470001,74.650002,74.285736,652300
2014-11-05,75.239998,75.440002,74.050003,74.209999,73.847885,511400
2014-11-06,74.349998,75.279999,74.209999,75.250000,74.882813,423700
2014-11-07,75.309998,75.949997,74.760002,75.120003,74.753456,382600
2014-11-10,76.110001,77.050003,75.330002,76.750000,76.375488,655000
2014-11-11,77.209999,77.980003,76.500000,76.900002,76.524765,604900
2014-11-12,76.480003,76.930000,76.019997,76.459999,76.086906,591400
2014-11-13,76.660004,77.459999,76.220001,77.309998,76.932747,668400
2014-11-14,77.139999,78.099998,76.730003,76.989998,76.614319,466300
2014-11-17,76.989998,76.989998,75.900002,76.110001,75.738609,429300
2014-11-18,76.000000,77.279999,75.769997,76.779999,76.405334,514900
2014-11-19,76.480003,76.930000,75.930000,76.589996,76.216278,361700
